ID,Name,Host Id,Host Id Verified,Host Name,Neighbourhood Group,Neighbourhood,Latitude,Longitude,Country,Instant Bookable,Cancellation Policy,Room Type,Number of Reviews,Reviews(per month),Average Ratings,Price in Dollars,Service Fee in Dollars,Minimum Nights,Availability 365,Construction Year,Property Age,Estimated Annual Revenue in Dollars,Occupancy Rate
43828335,"Luxury Private Room, Financial District (Flexible)",985995230,FALSE,Devin,Manhattan,Financial District,40.70858,-74.00599,United States,FALSE,Moderate,Private room,0,0,1,236,47,13,0,2022,New Property,0,0.00%
43828887,Charming Room In Brooklyn Townhome,51013560113,FALSE,Cortney,Brooklyn,Clinton Hill,40.68860,-73.96197,United States,FALSE,Strict,Private room,4,0.13,1,473,95,2,10,2005,Old Property,737.88,2.74%
43829440,2Br- Private Kitchen + Bathroom-20Min To Manhattan,66484731772,FALSE,Michelle & Eddie,Queens,Elmhurst,40.73812,-73.87547,United States,FALSE,Flexible,Entire home/apt,150,4.82,2,859,172,1,255,2017,Mid Age,49684.56,69.86%
43829992,"Entire Unit 2Br+Bathroom, 20Min To Manhattan",46351283465,FALSE,Michelle & Eddie,Queens,Elmhurst,40.73690,-73.87613,United States,TRUE,Moderate,Entire home/apt,134,4.36,3,733,147,1,249,2003,Old Property,38350.56,68.22%
43830544,"Peaceful, Cozy Studio In Chinatown",47138645214,FALSE,Steven,Manhattan,Chinatown,40.71620,-73.99379,United States,TRUE,Flexible,Entire home/apt,0,0,1,576,115,20,0,2011,Mid Age,0,0.00%
43831096,"Large Windows, Plenty Of Light",5334677754,FALSE,Benjamin,Brooklyn,Boerum Hill,40.68778,-73.98534,United States,TRUE,Strict,Entire home/apt,5,0.16,3,749,150,30,343,2010,Old Property,1438.08,93.97%
43831649,Amazing & Unique Soho/Nolita One Bedroom,39139536859,FALSE,Andrew,Manhattan,Chinatown,40.71833,-73.99443,United States,TRUE,Strict,Entire home/apt,29,0.95,2,621,124,1,358,2014,Mid Age,7079.4,98.08%
43832201,Harlem Parkside - 1 Cozy Bedroom,24686426556,TRUE,Charley,Manhattan,Harlem,40.82098,-73.94214,United States,FALSE,Moderate,Private room,5,0.55,4,946,189,2,135,2005,Old Property,6243.6,36.99%
43832753,"Luxury Studio Apartment With W/D, Gym, Rooftop",73761672744,TRUE,Ian,Brooklyn,Williamsburg,40.71821,-73.95385,United States,TRUE,Strict,Entire home/apt,0,0,2,478,96,28,0,2011,Mid Age,0,0.00%
43833306,Whole 2 Bedrooms Apartment In Hk,44307505638,TRUE,Carlos,Manhattan,Hell'S Kitchen,40.76250,-73.98802,United States,TRUE,Strict,Entire home/apt,31,1.14,5,247,49,3,295,2016,Mid Age,3378.96,80.82%
43833858,Cozy Studio Near Time Square,88670312997,TRUE,Jeniffer,Manhattan,Hell'S Kitchen,40.76518,-73.99290,United States,TRUE,Moderate,Entire home/apt,8,0.32,2,488,98,30,145,2016,Mid Age,1873.92,39.73%
43834410,Home Away For The Holidays!,51731910404,FALSE,Calixto,Bronx,Norwood,40.87372,-73.88625,United States,FALSE,Moderate,Private room,3,0.1,1,301,60,2,364,2011,Mid Age,361.2,99.73%
43834963,Large Studio Apt In Brownstone W/ Private Garden,62285954352,FALSE,Lance,Manhattan,Chelsea,40.74586,-74.00361,United States,FALSE,Moderate,Entire home/apt,5,0.16,4,912,182,6,0,2021,New Property,1751.04,0.00%
43835515,Large Bedroom With Balcony In The Heart Of Nolita,96253967648,FALSE,Vincent,Manhattan,Nolita,40.72382,-73.99335,United States,FALSE,Moderate,Private room,1,0.03,4,794,159,3,0,2012,Mid Age,285.84,0.00%
43836067,Cozy Bedroom On Roosevelt Island,4262417104,FALSE,Jesse,Manhattan,Roosevelt Island,40.76178,-73.94988,United States,TRUE,Moderate,Private room,1,0.03,3,239,48,10,0,2010,Old Property,86.04,0.00%
43836619,Beautiful Room In Bed-Stuy W/ Bridge Theme,13629797515,FALSE,Ava,Brooklyn,Bedford-Stuyvesant,40.69379,-73.93645,United States,TRUE,Moderate,Private room,93,3,3,80,16,1,2,2019,Mid Age,2880,0.55%
43837172,"Comfy Home, Convenient Location Near Central Park",32828246157,TRUE,Sean,Manhattan,Harlem,40.80255,-73.95434,United States,TRUE,Strict,Private room,121,3.89,3,494,99,2,3,2013,Mid Age,23059.92,0.82%
43837724,Artist Loft Bushwick - The Bird'S Nest,34156634607,TRUE,Benny,Brooklyn,Bushwick,40.70068,-73.92225,United States,FALSE,Flexible,Private room,9,0.29,3,735,147,2,79,2021,New Property,2557.8,21.64%
43838276,Beautiful Bed-Stuy Room,22183238802,FALSE,Ava,Brooklyn,Bedford-Stuyvesant,40.68865,-73.93684,United States,FALSE,Moderate,Private room,139,4.43,2,731,146,1,2,2009,Old Property,38859.96,0.55%
43838829,Cosy Room In Brooklyn,3519235852,FALSE,Marie,Brooklyn,Bushwick,40.69864,-73.92933,United States,FALSE,Strict,Private room,2,0.07,1,242,48,3,0,2005,Old Property,203.28,0.00%
43839381,Private Room In Quiet Ues Apartment,48445389990,TRUE,Gabrielle,Manhattan,Upper East Side,40.76835,-73.95837,United States,FALSE,Moderate,Private room,19,0.62,1,433,87,1,0,2006,Old Property,3221.52,0.00%
43839933,Spacious Sun Lit Bushwick Room,98156568705,TRUE,Claire,Queens,Ridgewood,40.70338,-73.91006,United States,FALSE,Strict,Private room,8,0.26,5,87,17,5,6,2019,Mid Age,271.44,1.64%
43840486,Manhattan Room For 2 No Fee,2365061139,TRUE,Genesis,Manhattan,Harlem,40.82207,-73.95332,United States,TRUE,Flexible,Private room,40,1.31,5,208,42,5,45,2015,Mid Age,3269.76,12.33%
43841038,Newly Renovated With Lovely Backyard!,44695460187,TRUE,Steven,Brooklyn,Bushwick,40.68763,-73.91773,United States,FALSE,Flexible,Entire home/apt,53,1.73,1,808,162,3,243,2014,Mid Age,16774.08,66.58%
43841590,Rental In A Uptown Cozy Apartment,9019052138,FALSE,Bianca,Bronx,Kingsbridge,40.88467,-73.90575,United States,TRUE,Flexible,Private room,11,0.35,3,"1,049",210,4,0,2015,Mid Age,4405.8,0.00%
43842142,Cozy Room Family Home Lga Airport No Cleaning Fee,12232420320,TRUE,Danielle,Queens,East Elmhurst,40.76335,-73.87007,United States,FALSE,Strict,Private room,510,16.22,5,930,186,1,341,2010,Old Property,181015.2,93.42%
43842695,"9B--Netflix, Heat, Tv, Wi-Fi",28941398098,FALSE,Suzie And Ryan,Brooklyn,East Flatbush,40.64171,-73.94721,United States,FALSE,Flexible,Private room,1,0.3,4,"1,147",229,1,90,2018,Mid Age,4129.2,24.66%
43843247,Sunny And Spacious Greenpoint Artists Haven (2 Br),27495675807,TRUE,Amy,Brooklyn,Greenpoint,40.72287,-73.94135,United States,FALSE,Strict,Entire home/apt,13,0.48,1,444,89,5,159,2003,Old Property,2557.44,43.56%
43843799,East Harlem Hideaway,36645470762,TRUE,Ivy,Manhattan,East Harlem,40.79507,-73.94248,United States,FALSE,Moderate,Entire home/apt,8,0.26,5,783,157,5,19,2008,Old Property,2442.96,5.21%
43844352,Extremely Rare Townhouse In East Village,57929915890,FALSE,Marissa,Manhattan,East Village,40.72840,-73.98673,United States,FALSE,Flexible,Entire home/apt,0,0,4,226,45,3,180,2007,Old Property,0,49.32%
43844904,Beautiful Townhouse In Brooklyn Ny,60070628919,TRUE,Katka,Brooklyn,Crown Heights,40.67748,-73.95101,United States,TRUE,Strict,Entire home/apt,11,0.38,4,"1,138",228,2,9,2019,Mid Age,5189.28,2.47%
43845456,"Sunny, Cozy Room In Newly Renovated Apartment!",12830443629,FALSE,Leah,Brooklyn,Bushwick,40.68987,-73.91858,United States,FALSE,Flexible,Private room,1,0.03,3,904,181,3,0,2005,Old Property,325.44,0.00%
43846009,1Br Lower East Side Gem In New Elevator Building!,23099990770,TRUE,Scott,Manhattan,Lower East Side,40.71973,-73.99022,United States,TRUE,Flexible,Entire home/apt,8,0.26,3,"1,148",230,4,0,2007,Old Property,3581.76,0.00%
43846561,Cozy Oceanhill Room,19903457794,FALSE,Malcolm,Brooklyn,Cypress Hills,40.67816,-73.90583,United States,TRUE,Strict,Private room,17,0.7,1,86,17,2,353,2022,New Property,722.4,96.71%
43847113,Comfy Room In Williamsburg Duplex *Big Backyard*,23494494214,FALSE,Douglas,Brooklyn,Williamsburg,40.70719,-73.94749,United States,TRUE,Strict,Private room,3,0.35,2,573,115,3,0,2011,Mid Age,2406.6,0.00%
43847665,Designers Dream Bed Stuy Studio,61017663565,FALSE,Brittney,Brooklyn,Bedford-Stuyvesant,40.68393,-73.94967,United States,TRUE,Strict,Entire home/apt,91,3.02,4,342,68,2,48,2021,New Property,12394.08,13.15%
43848218,"Cozy, Chic: Plants, Good Vibes And Lots Of Light!",59894795602,TRUE,Jordan,Manhattan,Washington Heights,40.83321,-73.93838,United States,TRUE,Moderate,Private room,1,0.03,2,124,25,3,0,2016,Mid Age,44.64,0.00%
43848770,Bright One Bedroom Blocks From Barclays Center,38733323352,FALSE,Ian & Wendy,Brooklyn,Park Slope,40.68164,-73.97790,United States,FALSE,Moderate,Entire home/apt,22,0.72,4,452,90,3,0,2010,Old Property,3905.28,0.00%
43849322,Cozy Apartment In The Norwood Section Of The Bronx,28500700488,TRUE,Maritza,Bronx,Norwood,40.87583,-73.87737,United States,TRUE,Flexible,Private room,0,0,2,758,152,1,0,2022,New Property,0,0.00%
43849875,Spacious Room In Historical District Brownstone,8086127343,TRUE,Raymond,Brooklyn,Bedford-Stuyvesant,40.68369,-73.94193,United States,TRUE,Moderate,Private room,0,0,4,755,151,7,0,2016,Mid Age,0,0.00%
43850427,"Clean, Safe, Place; Bed-Stuy Brooklyn.",91696146369,FALSE,Eunice,Brooklyn,Bedford-Stuyvesant,40.68322,-73.93073,United States,TRUE,Flexible,Entire home/apt,47,1.53,5,"1,102",220,5,91,2017,Mid Age,20232.72,24.93%
43850979,Cozy Bohemian Home!,16831452587,FALSE,Stephanie,Queens,Ridgewood,40.70292,-73.91119,United States,TRUE,Strict,Private room,5,0.16,5,"1,169",234,3,0,2013,Mid Age,2244.48,0.00%
43851532,Bushwick Cozy Stay-- One Block From The Train!,77808089758,TRUE,Laura,Brooklyn,Bushwick,40.69950,-73.93334,United States,TRUE,Moderate,Private room,61,1.95,3,780,156,2,26,2014,Mid Age,18252,7.12%
43852084,Fort Greene Room,87253253734,FALSE,Emi,Brooklyn,Fort Greene,40.69612,-73.97361,United States,TRUE,Moderate,Private room,0,0,2,722,144,2,0,2008,Old Property,0,0.00%
43852636,"Comfy Private Room, Great Location To Manhattan",49186988111,FALSE,Eddie & Lois,Staten Island,West Brighton,40.63209,-74.11494,United States,TRUE,Moderate,Private room,30,0.96,3,304,61,2,61,2010,Old Property,3502.08,16.71%
43853188,Huge Bedroom - East Village - Nyc,862489182,FALSE,Paula,Manhattan,East Village,40.72709,-73.97459,United States,FALSE,Strict,Private room,19,0.67,4,60,12,2,244,2021,New Property,482.4,66.85%
43853741,Beautiful One-Bedroom Triplex With Garden,90631876417,FALSE,Tony,Manhattan,East Village,40.73067,-73.98853,United States,TRUE,Flexible,Entire home/apt,0,0,4,"1,164",233,30,179,2022,New Property,0,49.04%
43854293,Cozy Brooklyn Home In Crown Heights!,4095428943,TRUE,Melinda,Brooklyn,Crown Heights,40.66837,-73.95836,United States,TRUE,Moderate,Entire home/apt,7,0.38,4,514,103,3,20,2021,New Property,2343.84,5.48%
43854845,Best Location On The Upper West Side! - Part Ii,73499773506,TRUE,Sasha,Manhattan,Upper West Side,40.78920,-73.97340,United States,TRUE,Moderate,Private room,47,1.5,3,"1,039",208,1,0,2011,Mid Age,18702,0.00%
43855398,Economy Private Room Great Location To Manhattan,21224178052,FALSE,Eddie & Lois,Staten Island,West Brighton,40.63302,-74.11396,United States,FALSE,Strict,Private room,64,2.04,1,"1,025",205,2,348,2004,Old Property,25092,95.34%
43855950,Private Room In Uptown Manhattan,28189082476,FALSE,Britt,Manhattan,Harlem,40.82814,-73.93780,United States,FALSE,Moderate,Private room,78,2.49,5,624,125,3,55,2016,Mid Age,18645.12,15.07%
43856502,"Charming, Sunny Studio In Williamsburg",91965887124,TRUE,Ariella,Brooklyn,Greenpoint,40.71973,-73.95407,United States,FALSE,Strict,Entire home/apt,14,0.46,3,92,18,3,0,2022,New Property,507.84,0.00%
43857055,Bergen Street In Crown Heights - French Speaking,60186411099,FALSE,Pascale,Brooklyn,Crown Heights,40.67490,-73.95233,United States,TRUE,Moderate,Entire home/apt,47,1.66,5,933,187,4,5,2011,Mid Age,18585.36,1.37%
43857607,Big Sunny Room In Manhattan (M6),77859095082,TRUE,Lilia,Manhattan,Harlem,40.82104,-73.93915,United States,FALSE,Moderate,Private room,3,0.13,5,746,149,7,326,2012,Mid Age,1163.76,89.32%
43858159,"Sunny, Spacious Brooklyn Getaway, With Skylights!",24015700099,TRUE,Whitney,Brooklyn,Greenpoint,40.72686,-73.94926,United States,FALSE,Flexible,Entire home/apt,0,0,4,"1,056",211,3,0,2007,Old Property,0,0.00%
43858711,True 1 Br Midtown West / Hell'S Kitchen Gem,9948530711,TRUE,Shady,Manhattan,Hell'S Kitchen,40.76428,-73.99381,United States,FALSE,Moderate,Entire home/apt,77,3.63,2,327,65,2,9,2015,Mid Age,14244.12,2.47%
43859264,Dream Home: Beautiful 2B2B Condo In Chelsea,85578326803,TRUE,Jacob,Manhattan,Chelsea,40.74735,-73.99974,United States,FALSE,Strict,Entire home/apt,7,0.23,5,496,99,3,0,2021,New Property,1368.96,0.00%
43859816,Sunny Room,1091639755,TRUE,Antonio,Brooklyn,Bedford-Stuyvesant,40.69201,-73.94750,United States,TRUE,Moderate,Private room,7,0.22,1,55,11,1,0,2018,Mid Age,145.2,0.00%
43860368,"Huge Sunny Room In New Apartment By G, J, M Trains",64762085469,TRUE,Andrei,Brooklyn,Bedford-Stuyvesant,40.69554,-73.94246,United States,FALSE,Strict,Private room,4,0.13,5,236,47,14,0,2010,Old Property,368.16,0.00%
43860921,"Spacious, Clean, Can Be Used As 2Br-Ridgewood,Ny",63811847188,TRUE,Katarina,Queens,Ridgewood,40.69821,-73.89812,United States,FALSE,Strict,Entire home/apt,101,3.65,4,950,190,3,47,2003,Old Property,41610,12.88%
43861473,Single Minimal Bedroom In Hip Area Of Brooklyn Nyc,76736623853,TRUE,Kraig,Brooklyn,Bushwick,40.69731,-73.93272,United States,FALSE,Flexible,Private room,1,0.03,2,397,79,1,0,2016,Mid Age,142.92,0.00%
43862025,Warm Design For A Classic Brooklyn Townhouse,14747870577,TRUE,Daria,Brooklyn,East Flatbush,40.64538,-73.94863,United States,TRUE,Strict,Shared room,2,0.07,3,"1,003",201,30,365,2006,Old Property,842.52,100.00%
43862578,Cozy 1 Bedroom Escape,6754164511,TRUE,Jessica,Manhattan,Upper East Side,40.77704,-73.94442,United States,TRUE,Strict,Entire home/apt,4,0.49,4,487,97,2,0,2021,New Property,2863.56,0.00%
43863130,Sunny Private Bedroom In Prime Williamsburg,48432180990,FALSE,Kristina,Brooklyn,Williamsburg,40.71258,-73.95976,United States,FALSE,Flexible,Private room,43,1.41,4,366,73,3,67,2020,New Property,6192.72,18.36%
43863682,Cozy And Spacious Apartment In Heart Of Bushwick,30563563891,FALSE,Aicha,Brooklyn,Bushwick,40.70145,-73.92708,United States,TRUE,Flexible,Entire home/apt,0,0,1,815,163,12,120,2022,New Property,0,32.88%
43864234,Luxurious Les/Nolita Loft,73967825173,TRUE,Nise,Manhattan,Lower East Side,40.72018,-73.98521,United States,TRUE,Moderate,Entire home/apt,53,1.98,4,"1,195",239,3,220,2015,Mid Age,28393.2,60.27%
43864787,Ladies Only!! Privacy In A Shared Space :),60838993593,TRUE,J,Brooklyn,Bushwick,40.69533,-73.90889,United States,FALSE,Moderate,Shared room,103,4.02,2,"1,106",221,1,133,2020,New Property,53353.44,36.44%
43865339,2 Beds Brooklyn Tree Lined Blk 15 Min To Manhattan,3845282458,FALSE,Gerard,Brooklyn,Bedford-Stuyvesant,40.68493,-73.94403,United States,TRUE,Strict,Entire home/apt,59,1.92,4,61,12,31,198,2014,Mid Age,1405.44,54.25%
43865891,"Studio Apt In Midtown Manhattan, Great Value",12749964556,TRUE,Don,Manhattan,Hell'S Kitchen,40.76926,-73.98796,United States,TRUE,Strict,Entire home/apt,4,0.14,3,59,12,1,0,2016,Mid Age,99.12,0.00%
43866444,Private Room In Well Furnished Quintessential 2Br!,78082665641,TRUE,Jeremy,Manhattan,Midtown,40.75524,-73.96755,United States,FALSE,Flexible,Private room,2,0.08,4,435,87,2,0,2013,Mid Age,417.6,0.00%
43866996,Luxury 2Bd In Heart Of Williamsburg,2762082041,FALSE,Brian,Brooklyn,Williamsburg,40.71049,-73.96240,United States,TRUE,Flexible,Entire home/apt,17,0.55,2,265,53,3,129,2003,Old Property,1749,35.34%
43867548,Modern & Cozy Room In Elegant Apt In Astoria,82892090236,FALSE,Kirsten,Queens,Ditmars Steinway,40.77664,-73.90896,United States,FALSE,Flexible,Private room,79,2.55,2,"1,000",200,30,0,2013,Mid Age,30600,0.00%
43868101,Sunny Beautiful Airy Bedroom In Modern Apartment,51140029116,TRUE,Camilo,Brooklyn,Greenpoint,40.72500,-73.94633,United States,TRUE,Moderate,Private room,10,0.32,4,573,115,1,0,2016,Mid Age,2200.32,0.00%
43868653,Sunny 2Bd W. Elevator / Perfect 4 Small Family,62053936224,TRUE,Ben,Manhattan,Chinatown,40.71401,-73.99187,United States,FALSE,Flexible,Entire home/apt,2,0.14,2,876,175,7,0,2004,Old Property,1471.68,0.00%
43869205,"Cozy, Private Room In A 3 Br In Gramercy",74941796194,TRUE,Monica,Manhattan,Kips Bay,40.74047,-73.98381,United States,TRUE,Flexible,Private room,8,0.26,1,322,64,2,0,2003,Old Property,1004.64,0.00%
43869757,Beautiful Hell'S Kitchen Room - Near Times Square,80218221057,TRUE,Sarah,Manhattan,Hell'S Kitchen,40.76202,-73.99201,United States,TRUE,Flexible,Private room,0,0,2,645,129,4,0,2010,Old Property,0,0.00%
43870310,"Sunny, Quiet 1 Bedroom In Union Sq/East Village",77288161242,TRUE,Michael,Manhattan,East Village,40.73256,-73.98622,United States,TRUE,Strict,Entire home/apt,10,0.32,2,516,103,5,0,2006,Old Property,1981.44,0.00%
43870862,Private Room In Prime Cobble Hill Neighborhood,51267555139,FALSE,Rémi,Brooklyn,Boerum Hill,40.68894,-73.99037,United States,TRUE,Moderate,Private room,0,0,1,490,98,7,0,2012,Mid Age,0,0.00%
43871414,Duplex Bottom Floor / All You Need Ues,76422970699,FALSE,Armando,Manhattan,Upper East Side,40.77484,-73.95103,United States,TRUE,Flexible,Private room,1,0.03,2,642,128,1,0,2022,New Property,231.12,0.00%
43871967,Unique Bushwick One Bedroom With Private Garden,65804856013,TRUE,Angelo,Brooklyn,Bushwick,40.70234,-73.92439,United States,TRUE,Strict,Entire home/apt,3,0.1,2,"1,035",207,5,7,2010,Old Property,1242,1.92%
43872519,Crazy Space & Crazy Sun In Bushwick,87576679391,FALSE,Kim,Brooklyn,Bushwick,40.69570,-73.91875,United States,TRUE,Strict,Private room,61,1.96,4,"1,162",232,25,0,2019,Mid Age,27330.24,0.00%
43873071,Hotel Room King/Queen At Wyndham Midtown 45 Resort,26382272423,FALSE,Chayla,Manhattan,Midtown,40.75198,-73.97266,United States,FALSE,Moderate,Private room,3,0.1,5,417,83,3,365,2008,Old Property,500.4,100.00%
43873624,Bedroom On Quiet Block On The Lower East Side,3944355143,FALSE,Samuel,Manhattan,Lower East Side,40.72167,-73.99075,United States,FALSE,Moderate,Private room,2,0.06,1,"1,087",217,30,0,2007,Old Property,782.64,0.00%
43874176,Cozy True 1Br Apartment In Noho/East Village,12045609230,FALSE,Steven,Manhattan,East Village,40.72733,-73.99037,United States,TRUE,Strict,Entire home/apt,36,1.18,3,847,169,3,36,2018,Mid Age,11993.52,9.86%
43874728,Sunshine Bedroom In Old School Artist Loft,7315214306,TRUE,Azumi,Brooklyn,Williamsburg,40.71445,-73.93416,United States,FALSE,Strict,Private room,0,0,1,169,34,7,0,2019,Mid Age,0,0.00%
43875280,Small Furnished Room In Shared West Village Apt,1003134054,TRUE,Sarah,Manhattan,West Village,40.73368,-74.00049,United States,FALSE,Moderate,Private room,2,0.06,4,677,135,2,0,2014,Mid Age,487.44,0.00%
43875833,1 Bedroom Apartment With Balcony In Williamsburg,87026086997,TRUE,David,Brooklyn,Williamsburg,40.71179,-73.95565,United States,FALSE,Moderate,Entire home/apt,0,0,5,857,171,2,0,2005,Old Property,0,0.00%
43876385,Spacious Room Steps From Central Park And Subway,22912143446,TRUE,Yulia,Manhattan,Harlem,40.80392,-73.95642,United States,TRUE,Moderate,Private room,7,0.23,2,195,39,2,0,2004,Old Property,538.2,0.00%
43876937,Large 1Br Apt In Upper Manhattan W/Ac In Bedroom,94379499244,TRUE,Daniel,Manhattan,Washington Heights,40.84517,-73.93748,United States,FALSE,Strict,Entire home/apt,2,0.08,2,"1,181",236,4,0,2009,Old Property,1133.76,0.00%
43877490,Private Studio With Lots Of Light,5735308445,TRUE,Tania & Juan,Manhattan,Washington Heights,40.84710,-73.93501,United States,TRUE,Strict,Entire home/apt,17,0.55,4,713,143,1,253,2014,Mid Age,4705.8,69.32%
43878042,1 Bedroom For Rent In The Heart Of Williamsburg,45033619941,FALSE,Peter,Brooklyn,Williamsburg,40.71400,-73.95665,United States,TRUE,Strict,Private room,0,0,3,578,116,3,0,2005,Old Property,0,0.00%
43878594,"2 Bedroom Apartment In Two Bridges(Chinatown, Les)",67929008995,FALSE,Pierre,Manhattan,Two Bridges,40.71150,-73.99903,United States,TRUE,Moderate,Entire home/apt,45,1.47,3,"1,067",213,2,112,2007,Old Property,18821.88,30.68%
43879147,Micro Room A,76672175229,FALSE,Han,Manhattan,Hell'S Kitchen,40.76275,-73.99525,United States,FALSE,Moderate,Private room,178,5.75,3,589,118,1,146,2008,Old Property,40641,40.00%
43879699,Comfortable Space + Great Block + Perfect Location,40510020825,TRUE,Ben,Manhattan,East Village,40.72954,-73.98303,United States,FALSE,Strict,Private room,57,2.36,5,649,130,2,56,2021,New Property,18379.68,15.34%
43880251,Luxury Apt - Private Room & Entry!,25457381922,FALSE,Jo & Savannah,Brooklyn,Bedford-Stuyvesant,40.68194,-73.90956,United States,FALSE,Flexible,Private room,151,4.93,4,460,92,2,0,2007,Old Property,27213.6,0.00%
43880803,"Shared Living Space In Bushwick, Brooklyn",1685514441,TRUE,Monica,Brooklyn,Bedford-Stuyvesant,40.68937,-73.92260,United States,FALSE,Moderate,Shared room,3,0.1,1,687,137,1,0,2004,Old Property,824.4,0.00%
43881356,Charming Room W/ Roof Deck Access 3 :),48139036818,FALSE,Graham And Ben,Brooklyn,Clinton Hill,40.69461,-73.96186,United States,TRUE,Moderate,Private room,9,0.29,4,395,79,30,263,2010,Old Property,1374.6,72.05%
43881908,Charming Cozy Room For 1 :),24837988585,TRUE,Graham And Ben,Brooklyn,Bedford-Stuyvesant,40.69450,-73.96005,United States,TRUE,Strict,Private room,15,0.48,2,190,38,30,342,2019,Mid Age,1094.4,93.70%
43882460,Spacious Luxury 2Bd-2Ba Apartment Near Dumbo,92736444549,TRUE,Dmitry,Brooklyn,Downtown Brooklyn,40.69899,-73.98653,United States,TRUE,Strict,Entire home/apt,0,0,4,414,83,5,0,2004,Old Property,0,0.00%
43883013,Spacious 1 Bedroom In The Heart Of Downtown Nyc,79976261612,FALSE,Maura,Manhattan,East Village,40.72543,-73.99129,United States,TRUE,Strict,Entire home/apt,18,0.7,2,"1,023",205,2,68,2006,Old Property,8593.2,18.63%
43883565,"Sunny Basement Studio Apartment, 1 Block To Park",66455975778,FALSE,Deborah,Brooklyn,Flatbush,40.64849,-73.96585,United States,FALSE,Moderate,Entire home/apt,9,0.29,2,167,33,2,0,2004,Old Property,581.16,0.00%
43884117,Awesome Charming Room C With Roof Deck Access :),4852555795,FALSE,Katie Graham,Brooklyn,Clinton Hill,40.69307,-73.96183,United States,TRUE,Flexible,Private room,13,0.41,5,553,111,30,332,2006,Old Property,2720.76,90.96%
43884670,Awesome Charming Room B With Roof Deck Access :),56701488080,TRUE,Katie Graham,Brooklyn,Bedford-Stuyvesant,40.69459,-73.96103,United States,FALSE,Moderate,Private room,7,0.24,1,689,138,30,97,2010,Old Property,1984.32,26.58%
43885222,"Beautiful, Spacious Harlem Home",23253720062,FALSE,Perry,Manhattan,Harlem,40.81153,-73.94528,United States,FALSE,Flexible,Private room,0,0,2,781,156,7,0,2014,Mid Age,0,0.00%
43885774,Stanhope,56902645656,FALSE,Timbrooke,Brooklyn,Bushwick,40.69477,-73.92489,United States,TRUE,Moderate,Private room,0,0,5,584,117,7,362,2009,Old Property,0,99.18%
43886326,Penthouse,17431087540,FALSE,David,Manhattan,East Harlem,40.79142,-73.93980,United States,FALSE,Strict,Entire home/apt,33,1.2,3,541,108,4,346,2009,Old Property,7790.4,94.79%
43886879,Modern Apt In Harlem Steps From Central Park!,70733173243,TRUE,Sade,Manhattan,Harlem,40.79942,-73.95128,United States,FALSE,Flexible,Entire home/apt,11,0.36,2,423,85,3,0,2006,Old Property,1827.36,0.00%
43887431,Beautiful Spacious Greenpoint Apartment,36737588025,TRUE,Zdzislawa,Brooklyn,Greenpoint,40.72623,-73.94972,United States,TRUE,Strict,Private room,37,1.23,2,786,157,2,0,2007,Old Property,11601.36,0.00%
43887983,Sunny 1 Bedroom Apt. In Brooklyn,1829520775,TRUE,Christopher,Brooklyn,Bedford-Stuyvesant,40.67902,-73.95085,United States,FALSE,Strict,Entire home/apt,5,0.19,1,394,79,2,0,2019,Mid Age,898.32,0.00%
43888536,Fabulous Chelsea Triplex (2 Bdrm/1.5 Bath),58341173830,TRUE,Sara,Manhattan,Chelsea,40.74289,-73.99530,United States,TRUE,Flexible,Entire home/apt,0,0,2,449,90,6,0,2015,Mid Age,0,0.00%
43889088,Great Room In Charming Fort Greene Brooklyn,73997583670,FALSE,Ariane,Brooklyn,Fort Greene,40.69357,-73.97235,United States,FALSE,Strict,Private room,0,0,4,939,188,6,0,2004,Old Property,0,0.00%
43889640,Sunny Room In East Williamsburg Close To L Train,14015131977,TRUE,Sascha,Brooklyn,Williamsburg,40.70669,-73.94334,United States,TRUE,Moderate,Private room,10,0.38,2,763,153,3,4,2019,Mid Age,3479.28,1.10%
43890193,Wonderful Room Located In Charming East Village,57444299880,FALSE,Calvin,Manhattan,East Village,40.72087,-73.98079,United States,FALSE,Moderate,Private room,2,0.15,2,779,156,1,0,2014,Mid Age,1402.2,0.00%
43890745,1 (Twin) Private Room In Bushwick +Roof +Living Rm,39602449776,FALSE,Zarrin,Brooklyn,Bushwick,40.69840,-73.92273,United States,FALSE,Strict,Private room,2,0.07,3,367,73,3,0,2006,Old Property,308.28,0.00%
43891297,Spacious And Bright 1 Bedroom Apartment,79381382067,FALSE,Shara,Manhattan,Harlem,40.80870,-73.95142,United States,FALSE,Strict,Entire home/apt,0,0,4,523,105,7,0,2011,Mid Age,0,0.00%
43891849,Lovely Spacious Bedroom In Brooklyn,81137345772,FALSE,Yoni,Brooklyn,Clinton Hill,40.69546,-73.96188,United States,TRUE,Flexible,Private room,163,5.22,2,632,126,3,53,2004,Old Property,39588.48,14.52%
43892402,Spacious 2 Bdr - Hell'S Kitchen/Times Square,46818595494,TRUE,Sy,Manhattan,Hell'S Kitchen,40.76284,-73.98849,United States,TRUE,Moderate,Entire home/apt,2,0.07,5,171,34,4,0,2017,Mid Age,143.64,0.00%
43892954,"Williamsburg Experience, Quick Manhattan Access",9472621909,FALSE,Inese & Michæl,Brooklyn,Williamsburg,40.71002,-73.96237,United States,FALSE,Flexible,Private room,71,2.32,2,213,43,2,70,2011,Mid Age,5929.92,19.18%
